00000/00017_00000.ppm;107;108;9;9;98;99;0;;;00000/00017_00000.ppm;0;;
00000/00017_00001.ppm;94;98;8;8;86;89;0;;;00000/00017_00001.ppm;0;;
00000/00017_00002.ppm;100;106;8;9;91;96;0;;;00000/00017_00002.ppm;0;;
00000/00021_00000.ppm;57;61;5;5;51;55;0;;;00000/00021_00000.ppm;1;;
00000/00021_00001.ppm;59;62;5;5;53;56;0;;;00000/00021_00001.ppm;9;;
00000/00021_00002.ppm;60;67;5;6;55;60;0;;;00000/00021_00002.ppm;0;;
00001/00252_00000.ppm;80;74;7;6;72;67;1;;;00001/00252_00000.ppm;1;;
00001/00252_00001.ppm;81;75;7;6;73;69;1;;;00001/00252_00001.ppm;1;;
00001/00252_00002.ppm;84;83;7;7;76;75;1;;;00001/00252_00002.ppm;1;;
00001/00398_00000.ppm;212;219;18;18;193;201;1;;;00001/00398_00000.ppm;1;;
00001/00398_00001.ppm;119;129;10;11;108;118;1;;;00001/00398_00001.ppm;1;;
00001/00398_00002.ppm;152;163;13;14;139;149;1;;;00001/00398_00002.ppm;1;;
00001/00414_00000.ppm;92;96;8;8;84;88;1;;;00001/00414_00000.ppm;1;;
00001/00414_00001.ppm;74;80;6;7;68;72;1;;;00001/00414_00001.ppm;1;;
00001/00414_00002.ppm;63;70;5;6;57;63;1;;;00001/00414_00002.ppm;1;;
00001/00424_00000.ppm;124;131;10;11;114;120;1;;;00001/00424_00000.ppm;1;;
00001/00424_00001.ppm;99;107;8;9;90;97;1;;;00001/00424_00001.ppm;1;;
00001/00424_00002.ppm;82;87;7;7;75;79;1;;;00001/00424_00002.ppm;1;;
00001/01983_00000.ppm;105;110;9;9;95;100;1;;;00001/01983_00000.ppm;1;;
00001/01983_00001.ppm;216;213;18;18;197;195;1;;;00001/01983_00001.ppm;1;;
00001/01983_00002.ppm;69;76;6;6;63;69;1;;;00001/01983_00002.ppm;1;;
00001/01987_00000.ppm;58;63;5;5;53;57;1;;;00001/01987_00000.ppm;1;;
00001/01987_00001.ppm;85;97;7;8;78;89;1;;;00001/01987_00001.ppm;1;;
00001/01987_00002.ppm;157;176;13;15;143;161;1;;;00001/01987_00002.ppm;1;;
00001/01988_00000.ppm;191;216;16;18;175;197;1;;;00001/01988_00000.ppm;1;;
00001/01988_00001.ppm;92;103;8;9;83;94;1;;;00001/01988_00001.ppm;1;;
00001/01988_00002.ppm;62;68;5;6;56;62;1;;;00001/01988_00002.ppm;1;;
00001/01991_00000.ppm;57;60;5;5;51;55;1;;;00001/01991_00000.ppm;1;;
00001/01991_00001.ppm;86;94;7;8;79;85;1;;;00001/01991_00001.ppm;1;;
00001/01991_00002.ppm;193;189;16;16;177;173;1;;;00001/01991_00002.ppm;1;;
00001/02220_00000.ppm;151;156;13;13;138;143;1;;;00001/02220_00000.ppm;1;;
00001/02220_00001.ppm;62;69;5;6;56;63;1;;;00001/02220_00001.ppm;1;;
00001/02220_00002.ppm;44;46;5;5;39;40;1;;;00001/02220_00002.ppm;1;;
00002/00025_00000.ppm;71;57;6;5;65;51;2;;;00002/00025_00000.ppm;2;;
00002/00025_00001.ppm;69;54;6;5;63;49;2;;;00002/00025_00001.ppm;2;;
00002/00025_00002.ppm;67;53;6;5;61;47;2;;;00002/00025_00002.ppm;2;;
00002/02520_00000.ppm;49;51;5;5;44;45;2;;;00002/02520_00000.ppm;18;;
00002/02520_00001.ppm;56;59;5;5;51;53;2;;;00002/02520_00001.ppm;18;;
00002/02520_00002.ppm;76;84;6;7;70;76;2;;;00002/02520_00002.ppm;18;;
00002/02520_00003.ppm;63;67;5;6;57;61;2;;;00002/02520_00003.ppm;18;;
00003/02184_00000.ppm;73;81;6;7;67;73;3;;;00003/02184_00000.ppm;3;;
00003/02184_00001.ppm;53;57;5;5;47;52;3;;;00003/02184_00001.ppm;3;;
00003/02184_00002.ppm;44;47;5;5;38;41;3;;;00003/02184_00002.ppm;3;;
00003/02664_00000.ppm;232;260;19;22;213;238;3;;;00003/02664_00000.ppm;14;;
00003/02664_00001.ppm;63;70;5;6;57;63;3;;;00003/02664_00001.ppm;3;;
00003/02664_00002.ppm;100;108;8;9;91;99;3;;;00003/02664_00002.ppm;3;;
00004/02294_00000.ppm;82;91;7;8;74;82;4;;;00004/02294_00000.ppm;4;;
00004/02294_00001.ppm;56;61;5;5;50;55;4;;;00004/02294_00001.ppm;4;;
00004/02294_00002.ppm;49;54;5;5;43;48;4;;;00004/02294_00002.ppm;4;;
00004/02450_00000.ppm;62;63;5;5;56;57;4;;;00004/02450_00000.ppm;4;;
00004/02450_00001.ppm;96;104;8;9;87;94;4;;;00004/02450_00001.ppm;4;;
00004/02450_00002.ppm;195;225;16;19;179;206;4;;;00004/02450_00002.ppm;4;;
00004/02567_00000.ppm;196;206;16;17;180;189;4;;;00004/02567_00000.ppm;4;;
00004/02567_00001.ppm;104;116;9;10;94;105;4;;;00004/02567_00001.ppm;17;;
00004/02567_00002.ppm;70;76;6;6;64;70;4;;;00004/02567_00002.ppm;4;;
00004/02660_00000.ppm;169;171;14;14;155;157;4;;;00004/02660_00000.ppm;4;;
00004/02660_00001.ppm;76;81;6;7;69;73;4;;;00004/02660_00001.ppm;4;;
00004/02660_00002.ppm;51;53;5;5;45;47;4;;;00004/02660_00002.ppm;8;;
00005/02225_00000.ppm;54;59;5;5;49;53;5;;;00005/02225_00000.ppm;5;;
00005/02225_00001.ppm;88;97;7;8;81;89;5;;;00005/02225_00001.ppm;5;;
00005/02225_00002.ppm;68;73;6;6;62;67;5;;;00005/02225_00002.ppm;5;;
00006/02039_00000.ppm;146;166;12;14;133;151;6;;;00006/02039_00000.ppm;12;;
00006/02039_00001.ppm;68;75;6;6;62;69;6;;;00006/02039_00001.ppm;7;;
00006/02039_00002.ppm;47;50;5;5;42;45;6;;;00006/02039_00002.ppm;7;;
00006/02083_00000.ppm;48;52;5;5;43;46;6;;;00006/02083_00000.ppm;7;;
00006/02083_00001.ppm;72;81;6;7;65;74;6;;;00006/02083_00001.ppm;7;;
00006/02083_00002.ppm;134;147;11;12;123;135;6;;;00006/02083_00002.ppm;7;;
00007/00017_00000.ppm;107;112;9;9;97;103;7;;;00007/00017_00000.ppm;7;;
00007/00017_00001.ppm;94;103;8;9;86;93;7;;;00007/00017_00001.ppm;7;;
00007/00017_00002.ppm;100;105;8;9;91;95;7;;;00007/00017_00002.ppm;7;;
00007/00112_00000.ppm;141;152;12;13;128;139;7;;;00007/00112_00000.ppm;7;;
00007/00112_00001.ppm;91;105;8;9;82;95;7;;;00007/00112_00001.ppm;7;;
00007/00112_00002.ppm;69;76;6;6;62;69;7;;;00007/00112_00002.ppm;7;;
00007/00115_00000.ppm;42;45;5;5;37;40;7;;;00007/00115_00000.ppm;7;;
00007/00115_00001.ppm;42;39;5;5;36;34;7;;;00007/00115_00001.ppm;7;;
00007/00115_00002.ppm;41;41;5;5;35;35;7;;;00007/00115_00002.ppm;7;;
00007/00120_00000.ppm;74;73;6;6;68;66;7;;;00007/00120_00000.ppm;7;;
00007/00120_00001.ppm;88;84;7;7;80;76;7;;;00007/00120_00001.ppm;7;;
00007/00120_00002.ppm;115;104;10;9;104;95;7;;;00007/00120_00002.ppm;7;;
00007/00128_00000.ppm;148;166;12;14;135;151;7;;;00007/00128_00000.ppm;7;;
00007/00128_00001.ppm;119;131;10;11;108;119;7;;;00007/00128_00001.ppm;7;;
00007/00128_00002.ppm;133;146;11;12;122;133;7;;;00007/00128_00002.ppm;7;;
00007/00130_00000.ppm;64;72;5;6;58;66;7;;;00007/00130_00000.ppm;7;;
00007/00130_00001.ppm;73;82;6;7;67;75;7;;;00007/00130_00001.ppm;7;;
00007/00130_00002.ppm;87;99;7;8;80;90;7;;;00007/00130_00002.ppm;7;;
00007/00399_00000.ppm;81;85;7;7;74;77;7;;;00007/00399_00000.ppm;7;;
00007/00399_00001.ppm;60;64;5;5;55;59;7;;;00007/00399_00001.ppm;7;;
00007/00399_00002.ppm;70;73;6;6;63;66;7;;;00007/00399_00002.ppm;7;;
00007/00408_00000.ppm;47;50;5;5;41;44;7;;;00007/00408_00000.ppm;7;;
00007/00408_00001.ppm;46;51;5;5;41;46;7;;;00007/00408_00001.ppm;7;;
00007/00408_00002.ppm;41;46;5;5;36;40;7;;;00007/00408_00002.ppm;7;;
00007/00603_00000.ppm;109;122;9;10;99;111;7;;;00007/00603_00000.ppm;7;;
00007/00603_00001.ppm;69;76;6;6;63;70;7;;;00007/00603_00001.ppm;7;;
00007/00603_00002.ppm;85;93;7;8;77;84;7;;;00007/00603_00002.ppm;7;;
00007/00617_00000.ppm;76;81;6;7;70;74;7;;;00007/00617_00000.ppm;7;;
00007/00617_00001.ppm;91;97;8;8;83;88;7;;;00007/00617_00001.ppm;7;;
00007/00617_00002.ppm;124;132;10;11;113;121;7;;;00007/00617_00002.ppm;7;;
00007/02074_00000.ppm;98;110;8;9;89;100;7;;;00007/02074_00000.ppm;7;;
00007/02074_00001.ppm;41;44;5;5;35;39;7;;;00007/02074_00001.ppm;7;;
00007/02074_00002.ppm;55;58;5;5;49;53;7;;;00007/02074_00002.ppm;7;;
00007/02082_00000.ppm;67;58;6;5;61;53;7;;;00007/02082_00000.ppm;7;;
00007/02082_00001.ppm;88;74;7;6;81;67;7;;;00007/02082_00001.ppm;6;;
00007/02082_00002.ppm;142;103;12;9;130;94;7;;;00007/02082_00002.ppm;6;;
00007/02127_00000.ppm;167;194;14;16;153;178;7;;;00007/02127_00000.ppm;7;;
00007/02127_00001.ppm;52;57;5;5;47;52;7;;;00007/02127_00001.ppm;7;;
00007/02127_00002.ppm;74;83;6;7;67;75;7;;;00007/02127_00002.ppm;7;;
00007/02129_00000.ppm;159;170;13;14;146;155;7;;;00007/02129_00000.ppm;7;;
00007/02129_00001.ppm;75;88;6;7;68;81;7;;;00007/02129_00001.ppm;7;;
00007/02129_00002.ppm;50;57;5;5;44;52;7;;;00007/02129_00002.ppm;7;;
00007/02132_00000.ppm;116;71;10;6;106;65;7;;;00007/02132_00000.ppm;7;;
00007/02132_00001.ppm;130;73;11;6;118;67;7;;;00007/02132_00001.ppm;7;;
00007/02132_00002.ppm;152;81;13;7;138;74;7;;;00007/02132_00002.ppm;7;;
00007/02151_00000.ppm;48;53;5;5;43;47;7;;;00007/02151_00000.ppm;7;;
00007/02151_00001.ppm;61;70;5;6;55;63;7;;;00007/02151_00001.ppm;7;;
00007/02151_00002.ppm;96;99;8;8;88;91;7;;;00007/02151_00002.ppm;7;;
00007/02182_00000.ppm;70;74;6;6;64;67;7;;;00007/02182_00000.ppm;7;;
00007/02182_00001.ppm;53;55;5;5;47;50;7;;;00007/02182_00001.ppm;7;;
00007/02182_00002.ppm;45;49;5;5;39;44;7;;;00007/02182_00002.ppm;7;;
00007/02226_00000.ppm;95;104;8;9;87;94;7;;;00007/02226_00000.ppm;7;;
00007/02226_00001.ppm;72;81;6;7;65;73;7;;;00007/02226_00001.ppm;7;;
00007/02226_00002.ppm;60;69;5;6;55;63;7;;;00007/02226_00002.ppm;7;;
00007/02229_00000.ppm;99;117;8;10;90;106;7;;;00007/02229_00000.ppm;7;;
00007/02229_00001.ppm;80;86;7;7;72;78;7;;;00007/02229_00001.ppm;7;;
00007/02229_00002.ppm;61;70;5;6;56;63;7;;;00007/02229_00002.ppm;7;;
00007/02234_00000.ppm;273;288;23;24;249;264;7;;;00007/02234_00000.ppm;7;;
00007/02234_00001.ppm;94;106;8;9;86;97;7;;;00007/02234_00001.ppm;7;;
00007/02234_00002.ppm;61;69;5;6;56;63;7;;;00007/02234_00002.ppm;7;;
00007/02240_00000.ppm;38;38;5;5;32;32;7;;;00007/02240_00000.ppm;7;;
00007/02240_00001.ppm;64;63;5;5;58;58;7;;;00007/02240_00001.ppm;7;;
00007/02240_00002.ppm;44;44;5;5;39;39;7;;;00007/02240_00002.ppm;7;;
00007/02337_00000.ppm;76;81;6;7;69;74;7;;;00007/02337_00000.ppm;7;;
00007/02337_00001.ppm;53;57;5;5;47;52;7;;;00007/02337_00001.ppm;7;;
00007/02337_00002.ppm;40;44;5;5;35;39;7;;;00007/02337_00002.ppm;7;;
00007/02341_00000.ppm;88;94;7;8;80;85;7;;;00007/02341_00000.ppm;7;;
00007/02341_00001.ppm;160;164;13;14;146;150;7;;;00007/02341_00001.ppm;7;;
00007/02341_00002.ppm;60;67;5;6;54;60;7;;;00007/02341_00002.ppm;7;;
00007/02342_00000.ppm;54;55;5;5;48;50;7;;;00007/02342_00000.ppm;7;;
00007/02342_00001.ppm;70;73;6;6;63;66;7;;;00007/02342_00001.ppm;7;;
00007/02342_00002.ppm;111;116;9;10;101;105;7;;;00007/02342_00002.ppm;7;;
00007/02347_00000.ppm;84;87;7;7;76;80;7;;;00007/02347_00000.ppm;7;;
00007/02347_00001.ppm;132;135;11;11;121;124;7;;;00007/02347_00001.ppm;7;;
00007/02347_00002.ppm;61;63;5;5;55;58;7;;;00007/02347_00002.ppm;7;;
00007/02391_00000.ppm;121;143;10;12;110;131;7;;;00007/02391_00000.ppm;7;;
00007/02391_00001.ppm;79;93;7;8;71;85;7;;;00007/02391_00001.ppm;7;;
00007/02391_00002.ppm;57;67;5;6;52;61;7;;;00007/02391_00002.ppm;7;;
00007/02392_00000.ppm;59;63;5;5;53;58;7;;;00007/02392_00000.ppm;7;;
00007/02392_00001.ppm;88;98;7;8;80;90;7;;;00007/02392_00001.ppm;7;;
00007/02392_00002.ppm;182;196;15;16;166;179;7;;;00007/02392_00002.ppm;7;;
00007/02403_00000.ppm;116;128;10;11;105;117;7;;;00007/02403_00000.ppm;7;;
00007/02403_00001.ppm;50;52;5;5;44;47;7;;;00007/02403_00001.ppm;7;;
00007/02403_00002.ppm;67;73;6;6;60;66;7;;;00007/02403_00002.ppm;7;;
00007/02409_00000.ppm;73;76;6;6;67;70;7;;;00007/02409_00000.ppm;7;;
00007/02409_00001.ppm;68;73;6;6;61;66;7;;;00007/02409_00001.ppm;7;;
00007/02409_00002.ppm;71;75;6;6;65;69;7;;;00007/02409_00002.ppm;7;;
00007/02446_00000.ppm;172;184;14;15;157;168;7;;;00007/02446_00000.ppm;7;;
